Timestamp,Container,CPU_Perc,Host_CPU_Perc,Mem_Usage,Mem_Limit,Mem_Perc,Host_Mem_Usage,Host_Mem_Total,Host_Mem_Perc,Net_Input,Net_Output,Block_Input,Block_Output,GPU_Count,GPU_Util_Max,GPU_Mem_Used,GPU_Mem_Total,GPU_Mem_Perc
2026-05-20 14:39:35.823,vllm-server,87.87%,2.73%,1.205GiB,1007GiB,0.12%,13.99GiB,1007GiB,1.39%,64.46kB,16.12kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:36.000,vllm-server,101.46%,2.83%,1.205GiB,1007GiB,0.12%,13.98GiB,1007GiB,1.39%,64.46kB,16.12kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:36.179,vllm-server,109.23%,2.71%,1.208GiB,1007GiB,0.12%,13.98GiB,1007GiB,1.39%,64.46kB,16.12kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:36.374,vllm-server,90.26%,2.82%,1.209GiB,1007GiB,0.12%,13.97GiB,1007GiB,1.39%,64.46kB,16.12kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:36.551,vllm-server,112.86%,3.80%,1.219GiB,1007GiB,0.12%,13.99GiB,1007GiB,1.39%,64.53kB,16.18kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:36.749,vllm-server,88.82%,2.60%,1.233GiB,1007GiB,0.12%,14.01GiB,1007GiB,1.39%,64.53kB,16.18kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:36.926,vllm-server,110.49%,3.18%,1.252GiB,1007GiB,0.12%,14.03GiB,1007GiB,1.39%,64.53kB,16.18kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:37.122,vllm-server,71.39%,2.40%,1.275GiB,1007GiB,0.13%,14.05GiB,1007GiB,1.39%,64.53kB,16.18kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:37.319,vllm-server,99.09%,2.60%,1.279GiB,1007GiB,0.13%,14.06GiB,1007GiB,1.40%,64.53kB,16.18kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:37.512,vllm-server,99.82%,3.17%,1.286GiB,1007GiB,0.13%,14.07GiB,1007GiB,1.40%,64.6kB,16.23kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:37.705,vllm-server,97.28%,2.85%,1.294GiB,1007GiB,0.13%,14.07GiB,1007GiB,1.40%,64.6kB,16.23kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:37.900,vllm-server,89.94%,2.65%,1.311GiB,1007GiB,0.13%,14.11GiB,1007GiB,1.40%,64.6kB,16.23kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:38.074,vllm-server,119.85%,3.32%,1.322GiB,1007GiB,0.13%,14.12GiB,1007GiB,1.40%,64.6kB,16.23kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:38.284,vllm-server,95.02%,3.65%,1.33GiB,1007GiB,0.13%,14.15GiB,1007GiB,1.40%,64.6kB,16.23kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:38.481,vllm-server,99.61%,2.77%,1.342GiB,1007GiB,0.13%,14.14GiB,1007GiB,1.40%,64.68kB,16.28kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:38.674,vllm-server,101.15%,2.92%,1.353GiB,1007GiB,0.13%,14.15GiB,1007GiB,1.40%,64.68kB,16.28kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:38.869,vllm-server,117.07%,2.50%,1.364GiB,1007GiB,0.14%,14.17GiB,1007GiB,1.41%,64.68kB,16.28kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:39.105,vllm-server,77.94%,3.24%,1.375GiB,1007GiB,0.14%,14.18GiB,1007GiB,1.41%,64.68kB,16.28kB,0B,0B,1,0.00%,0B,80GiB,0.00%
2026-05-20 14:39:39.285,vllm-server,110.14%,2.72%,1.38GiB,1007GiB,0.14%,14.19GiB,1007GiB,1.41%,64.68kB,16.28kB,0B,0B,1,0.00%,4MiB,80GiB,0.00%
2026-05-20 14:39:39.493,vllm-server,86.65%,2.55%,1.381GiB,1007GiB,0.14%,14.22GiB,1007GiB,1.41%,64.75kB,16.33kB,0B,0B,1,0.00%,4MiB,80GiB,0.00%
2026-05-20 14:39:39.692,vllm-server,101.01%,3.15%,1.415GiB,1007GiB,0.14%,14.29GiB,1007GiB,1.42%,64.75kB,16.33kB,0B,0B,1,3.00%,425MiB,80GiB,0.52%
2026-05-20 14:39:39.889,vllm-server,301.21%,2.57%,1.468GiB,1007GiB,0.15%,14.32GiB,1007GiB,1.42%,64.75kB,16.33kB,0B,0B,1,5.00%,541MiB,80GiB,0.66%
2026-05-20 14:39:40.080,vllm-server,141.58%,5.63%,1.575GiB,1007GiB,0.16%,14.34GiB,1007GiB,1.42%,64.75kB,16.33kB,0B,0B,1,0.00%,2.097GiB,80GiB,2.62%
2026-05-20 14:39:40.297,vllm-server,171.07%,3.54%,1.621GiB,1007GiB,0.16%,14.46GiB,1007GiB,1.44%,64.75kB,16.33kB,0B,0B,1,1.00%,2.151GiB,80GiB,2.69%
2026-05-20 14:39:40.493,vllm-server,179.96%,4.31%,1.632GiB,1007GiB,0.16%,14.48GiB,1007GiB,1.44%,64.75kB,16.33kB,0B,0B,1,0.00%,2.151GiB,80GiB,2.69%
2026-05-20 14:39:40.669,vllm-server,205.92%,4.99%,1.636GiB,1007GiB,0.16%,14.48GiB,1007GiB,1.44%,69.64kB,17.75kB,0B,0B,1,2.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:40.859,vllm-server,103.80%,4.45%,1.636GiB,1007GiB,0.16%,14.47GiB,1007GiB,1.44%,79.68kB,18.77kB,0B,0B,1,2.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:41.052,vllm-server,93.82%,2.92%,1.636GiB,1007GiB,0.16%,14.47GiB,1007GiB,1.44%,87.26kB,20.1kB,0B,0B,1,0.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:41.225,vllm-server,161.42%,2.90%,1.62GiB,1007GiB,0.16%,14.47GiB,1007GiB,1.44%,95.74kB,21.26kB,0B,0B,1,0.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:41.413,vllm-server,109.81%,3.58%,1.624GiB,1007GiB,0.16%,14.48GiB,1007GiB,1.44%,99.92kB,23.68kB,0B,0B,1,24.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:41.597,vllm-server,109.42%,2.80%,1.627GiB,1007GiB,0.16%,14.48GiB,1007GiB,1.44%,99.99kB,23.74kB,0B,0B,1,58.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:41.802,vllm-server,92.28%,2.99%,1.628GiB,1007GiB,0.16%,14.49GiB,1007GiB,1.44%,99.99kB,23.74kB,0B,0B,1,58.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:41.989,vllm-server,100.65%,2.51%,1.622GiB,1007GiB,0.16%,14.49GiB,1007GiB,1.44%,99.99kB,23.74kB,0B,0B,1,18.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:42.173,vllm-server,98.34%,2.64%,1.625GiB,1007GiB,0.16%,14.5GiB,1007GiB,1.44%,99.99kB,23.74kB,0B,0B,1,57.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:42.358,vllm-server,104.66%,2.63%,1.628GiB,1007GiB,0.16%,14.48GiB,1007GiB,1.44%,99.99kB,23.74kB,0B,0B,1,57.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:42.553,vllm-server,101.10%,3.42%,1.62GiB,1007GiB,0.16%,14.49GiB,1007GiB,1.44%,99.99kB,23.74kB,0B,0B,1,29.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:42.744,vllm-server,98.91%,3.12%,1.623GiB,1007GiB,0.16%,14.52GiB,1007GiB,1.44%,100.1kB,23.79kB,0B,0B,1,46.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:42.930,vllm-server,99.67%,2.61%,1.626GiB,1007GiB,0.16%,14.52GiB,1007GiB,1.44%,100.1kB,23.79kB,0B,0B,1,57.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:43.113,vllm-server,101.01%,2.56%,1.628GiB,1007GiB,0.16%,14.53GiB,1007GiB,1.44%,100.1kB,23.79kB,0B,0B,1,47.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:43.307,vllm-server,101.73%,2.75%,1.622GiB,1007GiB,0.16%,14.53GiB,1007GiB,1.44%,100.1kB,23.79kB,0B,0B,1,28.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:43.493,vllm-server,110.18%,3.79%,1.625GiB,1007GiB,0.16%,14.54GiB,1007GiB,1.44%,100.1kB,23.79kB,0B,0B,1,58.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:43.701,vllm-server,108.16%,2.56%,1.628GiB,1007GiB,0.16%,14.55GiB,1007GiB,1.44%,100.2kB,23.84kB,0B,0B,1,57.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:43.924,vllm-server,75.74%,3.08%,1.62GiB,1007GiB,0.16%,14.54GiB,1007GiB,1.44%,100.2kB,23.84kB,0B,0B,1,18.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:44.093,vllm-server,112.22%,3.62%,1.624GiB,1007GiB,0.16%,14.55GiB,1007GiB,1.44%,100.2kB,23.84kB,0B,0B,1,58.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:44.281,vllm-server,100.36%,2.50%,1.627GiB,1007GiB,0.16%,14.55GiB,1007GiB,1.44%,100.2kB,23.84kB,0B,0B,1,58.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:44.468,vllm-server,101.07%,2.59%,1.628GiB,1007GiB,0.16%,14.55GiB,1007GiB,1.44%,100.2kB,23.84kB,0B,0B,1,58.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:44.661,vllm-server,98.61%,2.69%,1.622GiB,1007GiB,0.16%,14.56GiB,1007GiB,1.44%,100.2kB,23.84kB,0B,0B,1,25.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:44.846,vllm-server,101.56%,2.88%,1.625GiB,1007GiB,0.16%,14.56GiB,1007GiB,1.44%,100.3kB,23.89kB,0B,0B,1,41.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:45.031,vllm-server,111.59%,2.55%,1.628GiB,1007GiB,0.16%,14.56GiB,1007GiB,1.44%,100.3kB,23.89kB,0B,0B,1,58.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:45.241,vllm-server,82.35%,2.53%,1.62GiB,1007GiB,0.16%,14.56GiB,1007GiB,1.44%,100.3kB,23.89kB,0B,0B,1,42.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:45.410,vllm-server,113.95%,2.69%,1.624GiB,1007GiB,0.16%,14.54GiB,1007GiB,1.44%,100.3kB,23.89kB,0B,0B,1,33.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:45.600,vllm-server,99.48%,2.80%,1.627GiB,1007GiB,0.16%,14.54GiB,1007GiB,1.44%,100.3kB,23.89kB,0B,0B,1,58.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:45.789,vllm-server,110.69%,3.05%,1.628GiB,1007GiB,0.16%,14.52GiB,1007GiB,1.44%,100.3kB,23.95kB,0B,0B,1,57.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:45.997,vllm-server,112.42%,3.19%,1.623GiB,1007GiB,0.16%,14.52GiB,1007GiB,1.44%,100.3kB,23.95kB,0B,0B,1,18.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:46.227,vllm-server,82.03%,3.11%,1.626GiB,1007GiB,0.16%,14.51GiB,1007GiB,1.44%,100.3kB,23.95kB,0B,0B,1,58.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:46.414,vllm-server,101.46%,2.60%,1.628GiB,1007GiB,0.16%,14.52GiB,1007GiB,1.44%,100.3kB,23.95kB,0B,0B,1,58.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:46.612,vllm-server,89.64%,2.62%,1.621GiB,1007GiB,0.16%,14.52GiB,1007GiB,1.44%,100.3kB,23.95kB,0B,0B,1,19.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:46.781,vllm-server,102.10%,2.78%,1.624GiB,1007GiB,0.16%,14.51GiB,1007GiB,1.44%,100.4kB,24kB,0B,0B,1,56.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:46.953,vllm-server,109.83%,6.35%,1.627GiB,1007GiB,0.16%,14.5GiB,1007GiB,1.44%,100.4kB,24kB,0B,0B,1,57.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:47.142,vllm-server,100.58%,2.50%,1.628GiB,1007GiB,0.16%,14.5GiB,1007GiB,1.44%,100.4kB,24kB,0B,0B,1,37.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:47.328,vllm-server,103.33%,3.45%,1.622GiB,1007GiB,0.16%,14.48GiB,1007GiB,1.44%,100.4kB,24kB,0B,0B,1,38.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:47.517,vllm-server,99.90%,2.97%,1.625GiB,1007GiB,0.16%,14.5GiB,1007GiB,1.44%,100.4kB,24kB,0B,0B,1,58.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:47.710,vllm-server,98.50%,3.16%,1.628GiB,1007GiB,0.16%,14.51GiB,1007GiB,1.44%,100.4kB,24kB,0B,0B,1,55.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:47.899,vllm-server,102.05%,3.06%,1.62GiB,1007GiB,0.16%,14.51GiB,1007GiB,1.44%,100.5kB,24.05kB,0B,0B,1,20.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:48.085,vllm-server,97.39%,2.62%,1.624GiB,1007GiB,0.16%,14.52GiB,1007GiB,1.44%,100.5kB,24.05kB,0B,0B,1,20.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:48.264,vllm-server,100.83%,2.88%,1.627GiB,1007GiB,0.16%,14.54GiB,1007GiB,1.44%,100.5kB,24.05kB,0B,0B,1,58.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:48.447,vllm-server,103.88%,2.58%,1.628GiB,1007GiB,0.16%,14.55GiB,1007GiB,1.44%,100.5kB,24.05kB,0B,0B,1,57.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:48.636,vllm-server,97.64%,3.31%,1.622GiB,1007GiB,0.16%,14.56GiB,1007GiB,1.45%,100.5kB,24.05kB,0B,0B,1,18.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:48.822,vllm-server,104.21%,3.13%,1.625GiB,1007GiB,0.16%,14.55GiB,1007GiB,1.44%,100.5kB,24.05kB,0B,0B,1,57.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:49.008,vllm-server,99.00%,3.59%,1.628GiB,1007GiB,0.16%,14.55GiB,1007GiB,1.44%,100.6kB,24.1kB,0B,0B,1,57.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:49.192,vllm-server,98.59%,2.56%,1.62GiB,1007GiB,0.16%,14.57GiB,1007GiB,1.45%,100.6kB,24.1kB,0B,0B,1,32.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:49.374,vllm-server,104.24%,2.67%,1.623GiB,1007GiB,0.16%,14.58GiB,1007GiB,1.45%,100.6kB,24.1kB,0B,0B,1,43.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:49.557,vllm-server,87.83%,2.82%,1.626GiB,1007GiB,0.16%,14.58GiB,1007GiB,1.45%,100.6kB,24.1kB,0B,0B,1,57.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:49.721,vllm-server,102.74%,2.85%,1.628GiB,1007GiB,0.16%,14.58GiB,1007GiB,1.45%,100.6kB,24.1kB,0B,0B,1,57.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:49.889,vllm-server,109.94%,2.89%,1.62GiB,1007GiB,0.16%,14.57GiB,1007GiB,1.45%,100.6kB,24.16kB,0B,0B,1,49.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:50.071,vllm-server,102.03%,2.87%,1.623GiB,1007GiB,0.16%,14.57GiB,1007GiB,1.45%,100.6kB,24.16kB,0B,0B,1,27.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:50.261,vllm-server,99.48%,2.94%,1.619GiB,1007GiB,0.16%,14.58GiB,1007GiB,1.45%,100.6kB,24.16kB,0B,0B,1,40.00%,61.61GiB,80GiB,77.02%
2026-05-20 14:39:50.450,vllm-server,104.74%,2.67%,1.619GiB,1007GiB,0.16%,14.59GiB,1007GiB,1.45%,100.6kB,24.16kB,0B,0B,1,0.00%,61.58GiB,80GiB,76.97%
2026-05-20 14:39:50.647,vllm-server,97.73%,2.78%,1.619GiB,1007GiB,0.16%,14.58GiB,1007GiB,1.45%,100.6kB,24.16kB,0B,0B,1,0.00%,61.58GiB,80GiB,76.97%
2026-05-20 14:39:50.841,vllm-server,101.42%,2.74%,1.671GiB,1007GiB,0.17%,14.59GiB,1007GiB,1.45%,100.6kB,24.16kB,0B,0B,1,0.00%,61.65GiB,80GiB,77.07%
2026-05-20 14:39:51.033,vllm-server,90.52%,3.03%,1.804GiB,1007GiB,0.18%,14.76GiB,1007GiB,1.46%,100.8kB,24.25kB,0B,0B,1,2.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:51.208,vllm-server,119.40%,2.86%,1.804GiB,1007GiB,0.18%,14.75GiB,1007GiB,1.46%,100.8kB,24.25kB,0B,0B,1,85.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:51.416,vllm-server,92.79%,3.46%,1.804GiB,1007GiB,0.18%,14.75GiB,1007GiB,1.46%,100.8kB,24.25kB,0B,0B,1,100.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:51.609,vllm-server,100.38%,2.77%,1.865GiB,1007GiB,0.19%,14.79GiB,1007GiB,1.47%,100.8kB,24.25kB,0B,0B,1,67.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:51.797,vllm-server,100.24%,2.65%,1.853GiB,1007GiB,0.18%,14.78GiB,1007GiB,1.47%,100.8kB,24.25kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:51.985,vllm-server,121.89%,3.00%,1.853GiB,1007GiB,0.18%,14.8GiB,1007GiB,1.47%,100.8kB,24.3kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:52.219,vllm-server,84.26%,3.07%,1.853GiB,1007GiB,0.18%,14.83GiB,1007GiB,1.47%,100.8kB,24.3kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:52.409,vllm-server,91.30%,2.73%,1.853GiB,1007GiB,0.18%,14.82GiB,1007GiB,1.47%,100.8kB,24.3kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:52.586,vllm-server,98.13%,3.02%,1.853GiB,1007GiB,0.18%,14.83GiB,1007GiB,1.47%,100.8kB,24.3kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:52.757,vllm-server,110.00%,2.83%,1.854GiB,1007GiB,0.18%,14.84GiB,1007GiB,1.47%,100.8kB,24.3kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:52.946,vllm-server,104.44%,3.37%,1.854GiB,1007GiB,0.18%,14.83GiB,1007GiB,1.47%,100.8kB,24.3kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:53.139,vllm-server,89.64%,3.00%,1.881GiB,1007GiB,0.19%,14.84GiB,1007GiB,1.47%,100.9kB,24.36kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:53.312,vllm-server,100.04%,2.81%,1.882GiB,1007GiB,0.19%,14.85GiB,1007GiB,1.47%,100.9kB,24.36kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:53.484,vllm-server,111.95%,2.83%,1.884GiB,1007GiB,0.19%,14.85GiB,1007GiB,1.47%,100.9kB,24.36kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:53.673,vllm-server,100.08%,3.22%,1.884GiB,1007GiB,0.19%,14.87GiB,1007GiB,1.48%,100.9kB,24.36kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:53.859,vllm-server,121.22%,3.18%,1.89GiB,1007GiB,0.19%,14.88GiB,1007GiB,1.48%,100.9kB,24.36kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:54.083,vllm-server,91.33%,3.09%,1.892GiB,1007GiB,0.19%,14.87GiB,1007GiB,1.48%,101kB,24.41kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:54.293,vllm-server,82.59%,2.91%,1.894GiB,1007GiB,0.19%,14.86GiB,1007GiB,1.47%,101kB,24.41kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:54.466,vllm-server,114.07%,2.72%,1.892GiB,1007GiB,0.19%,14.85GiB,1007GiB,1.47%,101kB,24.41kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:54.661,vllm-server,88.40%,2.57%,1.896GiB,1007GiB,0.19%,14.86GiB,1007GiB,1.47%,101kB,24.41kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:54.836,vllm-server,113.13%,2.80%,1.898GiB,1007GiB,0.19%,14.85GiB,1007GiB,1.47%,101kB,24.41kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:55.024,vllm-server,100.57%,2.66%,1.915GiB,1007GiB,0.19%,14.86GiB,1007GiB,1.47%,101kB,24.41kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:55.214,vllm-server,99.78%,2.89%,2.009GiB,1007GiB,0.20%,14.95GiB,1007GiB,1.48%,101kB,24.46kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:55.403,vllm-server,91.05%,2.72%,2.031GiB,1007GiB,0.20%,15.01GiB,1007GiB,1.49%,101kB,24.46kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:55.573,vllm-server,111.61%,2.67%,2.035GiB,1007GiB,0.20%,15GiB,1007GiB,1.49%,101kB,24.46kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:55.765,vllm-server,100.52%,2.95%,2.037GiB,1007GiB,0.20%,15.01GiB,1007GiB,1.49%,101kB,24.46kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:55.956,vllm-server,101.14%,3.17%,2.038GiB,1007GiB,0.20%,15GiB,1007GiB,1.49%,101kB,24.46kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:56.148,vllm-server,119.45%,3.09%,2.04GiB,1007GiB,0.20%,14.99GiB,1007GiB,1.49%,101.1kB,24.51kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:56.377,vllm-server,91.65%,2.87%,2.082GiB,1007GiB,0.21%,15.02GiB,1007GiB,1.49%,101.1kB,24.51kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:56.581,vllm-server,92.25%,3.52%,2.137GiB,1007GiB,0.21%,15.1GiB,1007GiB,1.50%,101.1kB,24.51kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:56.772,vllm-server,100.95%,2.79%,2.137GiB,1007GiB,0.21%,15.11GiB,1007GiB,1.50%,101.1kB,24.51kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:56.960,vllm-server,100.98%,2.60%,2.138GiB,1007GiB,0.21%,15.11GiB,1007GiB,1.50%,101.1kB,24.51kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:57.144,vllm-server,100.50%,2.97%,2.138GiB,1007GiB,0.21%,15.11GiB,1007GiB,1.50%,101.2kB,24.57kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:57.335,vllm-server,90.37%,3.10%,2.138GiB,1007GiB,0.21%,15.13GiB,1007GiB,1.50%,101.2kB,24.57kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:57.507,vllm-server,115.05%,2.74%,1.913GiB,1007GiB,0.19%,14.88GiB,1007GiB,1.48%,101.2kB,24.57kB,0B,0B,1,0.00%,62.03GiB,80GiB,77.54%
2026-05-20 14:39:57.701,vllm-server,101.50%,2.59%,1.905GiB,1007GiB,0.19%,14.87GiB,1007GiB,1.48%,101.2kB,24.57kB,0B,0B,1,0.00%,62.33GiB,80GiB,77.91%
2026-05-20 14:39:57.895,vllm-server,99.52%,2.67%,1.904GiB,1007GiB,0.19%,14.87GiB,1007GiB,1.48%,101.2kB,24.57kB,0B,0B,1,6.00%,62.33GiB,80GiB,77.91%
2026-05-20 14:39:58.089,vllm-server,97.86%,2.82%,1.904GiB,1007GiB,0.19%,14.86GiB,1007GiB,1.48%,101.2kB,24.57kB,0B,0B,1,0.00%,62.33GiB,80GiB,77.91%
2026-05-20 14:39:58.274,vllm-server,40.20%,2.21%,1.909GiB,1007GiB,0.19%,14.87GiB,1007GiB,1.48%,109kB,27.32kB,0B,0B,1,13.00%,71.88GiB,80GiB,89.84%
2026-05-20 14:39:58.470,vllm-server,5.02%,1.36%,1.909GiB,1007GiB,0.19%,14.86GiB,1007GiB,1.48%,119.5kB,29.88kB,0B,0B,1,39.00%,71.88GiB,80GiB,89.84%
2026-05-20 14:39:58.667,vllm-server,5.36%,1.19%,1.909GiB,1007GiB,0.19%,14.85GiB,1007GiB,1.47%,123.9kB,31.27kB,0B,0B,1,0.00%,71.88GiB,80GiB,89.84%
2026-05-20 14:39:58.860,vllm-server,59.23%,1.79%,1.967GiB,1007GiB,0.20%,14.9GiB,1007GiB,1.48%,128.3kB,31.4kB,0B,0B,1,0.00%,71.88GiB,80GiB,89.84%
2026-05-20 14:39:59.030,vllm-server,103.60%,2.95%,2.008GiB,1007GiB,0.20%,14.95GiB,1007GiB,1.48%,128.4kB,31.76kB,0B,0B,1,0.00%,71.88GiB,80GiB,89.84%
2026-05-20 14:39:59.219,vllm-server,26.64%,2.48%,2.018GiB,1007GiB,0.20%,14.98GiB,1007GiB,1.49%,138.3kB,32.48kB,0B,0B,1,0.00%,71.88GiB,80GiB,89.84%
2026-05-20 14:39:59.412,vllm-server,91.52%,3.10%,2.02GiB,1007GiB,0.20%,15GiB,1007GiB,1.49%,138.4kB,32.54kB,0B,0B,1,0.00%,71.88GiB,80GiB,89.84%
2026-05-20 14:39:59.585,vllm-server,125.14%,2.91%,2.023GiB,1007GiB,0.20%,15GiB,1007GiB,1.49%,138.4kB,32.54kB,0B,0B,1,0.00%,71.88GiB,80GiB,89.84%
2026-05-20 14:39:59.796,vllm-server,71.30%,2.67%,2.026GiB,1007GiB,0.20%,15.01GiB,1007GiB,1.49%,143.3kB,34.18kB,0B,0B,1,0.00%,71.88GiB,80GiB,89.84%
2026-05-20 14:39:59.991,vllm-server,4.73%,1.36%,2.025GiB,1007GiB,0.20%,15.01GiB,1007GiB,1.49%,152.6kB,37.44kB,0B,0B,1,0.00%,71.88GiB,80GiB,89.84%
